start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,ahet_verified,harmonic_suspect,f_r_hz_used,f_r_raw_hz,f_r_smooth_bpm,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1780995640.0,1780995660.0,55.15551387435789,18.000000000000004,1.1772,True,False,0.29206791575028607,0.29206791575028607,17.524074945017166,65.71428571428571,-10.558771839927822,10.558771839927822,False
1780995645.0,1780995665.0,,18.000000000000004,1.1772,False,True,0.2929354807552663,0.29495979910022024,17.576128845315978,67.85714285714286,,,False
1780995650.0,1780995670.0,62.37406855076896,18.000000000000004,1.1772,True,False,0.29428635089397776,0.2974383812176378,17.657181053638666,69.71428571428571,-7.340217163516748,7.340217163516748,False
1780995655.0,1780995675.0,,18.000000000000004,1.1772,False,True,0.2909599842080726,0.28319846194096066,17.45759905248436,71.04761904761905,,,False
1780995660.0,1780995680.0,,18.000000000000004,1.1772,False,True,0.29252081592739654,0.29616275660581903,17.551248955643793,71.23809523809524,,,False
1780995665.0,1780995685.0,,18.000000000000004,1.1772,False,True,0.29392953195122357,0.29721653600682,17.635771917073413,71.52380952380952,,,False
1780995670.0,1780995690.0,66.84107468608995,18.000000000000004,1.1772,True,False,0.29476021528281204,0.2966984763898519,17.685612916968722,71.47619047619048,-4.635115790100528,4.635115790100528,False
1780995675.0,1780995695.0,66.92342429406176,18.000000000000004,1.1772,True,False,0.29891649396000297,0.30861447754011523,17.93498963760018,71.47619047619048,-4.552766182128721,4.552766182128721,False
1780995680.0,1780995700.0,82.87801968015427,18.000000000000004,1.1772,True,False,0.30087956924726084,0.3054600782508625,18.05277415483565,71.57142857142857,11.306591108725698,11.306591108725698,False
1780995685.0,1780995705.0,68.41397142971769,18.000000000000004,1.1772,True,False,0.30440929356277696,0.31264531696564796,18.264557613766616,71.28571428571429,-2.871742855996601,2.871742855996601,False
1780995690.0,1780995710.0,78.19801757111732,18.000000000000004,1.1772,True,False,0.3078814850167354,0.31598326507597174,18.472889101004125,70.9047619047619,7.293255666355421,7.293255666355421,False
1780995695.0,1780995715.0,65.39985710321433,21.000000000000004,1.1772,True,False,0.31408776486763007,0.32856908451971767,18.845265892057803,71.23809523809524,-5.8382381348809105,5.8382381348809105,False
1780995700.0,1780995720.0,61.40737394118944,21.000000000000004,1.1772,True,False,0.32203628138885904,0.3405828199383933,19.322176883331544,71.9047619047619,-10.497387963572457,10.497387963572457,False
1780995705.0,1780995725.0,60.59049372343387,21.000000000000004,1.1772,True,False,0.3252206962989437,0.3326509977558078,19.51324177793662,72.35,-11.759506276566121,11.759506276566121,False
1780995710.0,1780995730.0,60.34024986235409,18.000000000000004,1.1772,True,False,0.31981944197242806,0.30721651521055826,19.189166518345683,73.35,-13.009750137645902,13.009750137645902,False
1780995715.0,1780995735.0,71.12414177730628,18.000000000000004,1.1772,True,False,0.3155518491620596,0.30559413260453316,18.933110949723574,74.45,-3.325858222693725,3.325858222693725,False
1780995720.0,1780995740.0,50.48114576576499,18.000000000000004,1.1772,True,False,0.31062014771678387,0.29911284434447394,18.637208863007032,75.7,-25.21885423423501,25.21885423423501,False
1780995725.0,1780995745.0,76.06658347803952,18.000000000000004,1.1772,True,False,0.3047820657637679,0.291159874540064,18.28692394582607,76.9,-0.833416521960487,0.833416521960487,False
