start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,ahet_verified,harmonic_suspect,f_r_hz_used,f_r_raw_hz,f_r_outlier,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1781365035.0,1781365055.0,62.82541734974547,24.0,1.3516,True,False,0.38432644862452586,0.38432644862452586,False,83.9047619047619,-21.079344555016426,21.079344555016426,False
1781365040.0,1781365060.0,,21.000000000000004,1.3516,False,True,0.3601363471753088,0.3601363471753088,False,82.23809523809524,,,False
1781365045.0,1781365065.0,59.3979621957769,21.000000000000004,1.3516,True,False,0.3684125912966441,0.3684125912966441,False,82.38095238095238,-22.98299018517548,22.98299018517548,False
1781365050.0,1781365070.0,,21.000000000000004,1.3516,False,True,0.330326368204438,0.330326368204438,False,82.14285714285714,,,False
1781365055.0,1781365075.0,,21.000000000000004,1.3516,False,True,0.3419689805405276,0.3419689805405276,False,82.28571428571429,,,False
1781365060.0,1781365080.0,69.40641701426013,21.000000000000004,1.3516,True,False,0.3437232007338928,0.3437232007338928,False,82.28571428571429,-12.879297271454163,12.879297271454163,False
1781365065.0,1781365085.0,61.04276805272662,21.000000000000004,1.3516,True,False,0.34854650319733776,0.34854650319733776,False,82.0952380952381,-21.05247004251148,21.05247004251148,False
1781365070.0,1781365090.0,73.00061368317519,21.000000000000004,1.3516,True,False,0.35908454766624304,0.35908454766624304,False,81.80952380952381,-8.808910126348621,8.808910126348621,False
1781365075.0,1781365095.0,73.26847185336445,21.000000000000004,1.3516,True,False,0.35450008318449777,0.35450008318449777,False,81.57142857142857,-8.302956718064124,8.302956718064124,False
1781365080.0,1781365100.0,51.525395063776,21.000000000000004,1.3516,True,False,0.3385501878242309,0.3385501878242309,False,81.23809523809524,-29.712700174319238,29.712700174319238,False
1781365085.0,1781365105.0,58.67324737521043,21.000000000000004,1.3516,True,False,0.3419158855974067,0.3419158855974067,False,80.80952380952381,-22.13627643431338,22.13627643431338,False
1781365090.0,1781365110.0,56.28752003467122,21.000000000000004,1.3516,True,False,0.3378081066318254,0.3378081066318254,False,80.47619047619048,-24.188670441519264,24.188670441519264,False
1781365095.0,1781365115.0,65.2011927261989,21.000000000000004,1.3516,True,False,0.34718648545446573,0.34718648545446573,False,79.55,-14.3488072738011,14.3488072738011,False
1781365100.0,1781365120.0,85.10947328385015,18.000000000000004,1.3516,True,False,0.310330892673308,0.310330892673308,False,78.55,6.559473283850153,6.559473283850153,False
1781365105.0,1781365125.0,78.69197096159895,18.000000000000004,1.3516,True,False,0.29582108591631273,0.29582108591631273,False,78.35,0.34197096159896034,0.34197096159896034,False
1781365110.0,1781365130.0,78.00706163548449,18.000000000000004,1.3516,True,False,0.31277595268157465,0.31277595268157465,False,78.1,-0.09293836451550419,0.09293836451550419,False
1781365115.0,1781365135.0,71.25642073333735,18.000000000000004,1.3516,True,False,0.32439796230144385,0.32439796230144385,False,79.14285714285714,-7.8864364095197885,7.8864364095197885,False
1781365120.0,1781365140.0,62.97370383319532,21.000000000000004,1.3516,True,False,0.3293194927195358,0.3293194927195358,False,80.52380952380952,-17.550105690614195,17.550105690614195,False
1781365125.0,1781365145.0,70.34951420175476,18.000000000000004,1.3516,True,False,0.31999631247283306,0.31999631247283306,False,80.9047619047619,-10.55524770300714,10.55524770300714,False
1781365130.0,1781365150.0,,18.000000000000004,1.3516,False,True,0.314157450307843,0.314157450307843,False,80.9047619047619,,,False
1781365135.0,1781365155.0,,21.000000000000004,1.3516,False,True,0.3268363234916808,0.3268363234916808,False,80.80952380952381,,,False
1781365140.0,1781365160.0,66.75707814062295,18.000000000000004,1.3516,True,False,0.3195987982810503,0.3195987982810503,False,80.0,-13.242921859377049,13.242921859377049,False
1781365145.0,1781365165.0,64.09224940439631,18.000000000000004,1.3516,True,False,0.29833486475722465,0.29833486475722465,False,80.14285714285714,-16.050607738460826,16.050607738460826,False
1781365150.0,1781365170.0,63.810518448650974,18.000000000000004,1.3516,True,False,0.2771009357168941,0.2771009357168941,False,81.23809523809524,-17.427576789444267,17.427576789444267,False
1781365155.0,1781365175.0,63.052304946388816,18.000000000000004,1.3516,True,False,0.29674064209212675,0.29674064209212675,False,81.28571428571429,-18.233409339325476,18.233409339325476,False
1781365160.0,1781365180.0,58.07696260581211,18.000000000000004,1.3516,True,False,0.2938848207738395,0.2938848207738395,False,82.33333333333333,-24.256370727521215,24.256370727521215,False
1781365165.0,1781365185.0,68.56988002053984,18.000000000000004,1.3516,True,False,0.3005475777370897,0.3005475777370897,False,83.33333333333333,-14.763453312793487,14.763453312793487,False
1781365170.0,1781365190.0,,18.000000000000004,1.3516,False,True,0.32053118033485223,0.32053118033485223,False,83.23809523809524,,,False
1781365175.0,1781365195.0,,18.000000000000004,1.3516,False,True,0.3104513575107879,0.3104513575107879,False,83.85714285714286,,,False
1781365180.0,1781365200.0,57.33800619251345,18.000000000000004,1.3516,True,False,0.3086071232076444,0.3086071232076444,False,83.76190476190476,-26.423898569391312,26.423898569391312,False
1781365185.0,1781365205.0,,18.000000000000004,1.3516,False,True,0.31078604505728,0.31078604505728,False,83.3,,,False
1781365190.0,1781365210.0,,18.000000000000004,1.3516,False,True,0.2978921786036068,0.2978921786036068,False,82.15,,,False
1781365195.0,1781365215.0,50.95107290048346,18.000000000000004,1.3516,True,False,0.3054601596521441,0.3054601596521441,False,81.05,-30.098927099516537,30.098927099516537,False
1781365200.0,1781365220.0,57.91041384911373,18.000000000000004,1.3516,True,False,0.3059059969777381,0.3059059969777381,False,80.85,-22.939586150886264,22.939586150886264,False
1781365205.0,1781365225.0,57.86382956109311,18.000000000000004,1.3516,True,False,0.2921026401610143,0.2921026401610143,False,80.3,-22.436170438906885,22.436170438906885,False
1781365210.0,1781365230.0,57.927043109256985,18.000000000000004,1.3516,True,False,0.29812027213093856,0.29812027213093856,False,80.71428571428571,-22.787242605028723,22.787242605028723,False
1781365215.0,1781365235.0,60.42033507738764,18.000000000000004,1.3516,True,False,0.3108692587396893,0.3108692587396893,False,81.23809523809524,-20.8177601607076,20.8177601607076,False
1781365220.0,1781365240.0,62.09531708572462,18.000000000000004,1.3516,True,False,0.2976566889077394,0.2976566889077394,False,81.57142857142857,-19.476111485703946,19.476111485703946,False
1781365225.0,1781365245.0,70.25326124574892,18.000000000000004,1.3516,True,False,0.29958451299269484,0.29958451299269484,False,81.28571428571429,-11.032453039965375,11.032453039965375,False
