start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1780995625.0,1780995645.0,48.0,18.000000000000004,1.2644,64.15,-16.150000000000006,16.150000000000006,False
1780995630.0,1780995650.0,51.00000000000001,18.000000000000004,1.2644,63.05,-12.04999999999999,12.04999999999999,False
1780995635.0,1780995655.0,54.0,18.000000000000004,1.2644,63.857142857142854,-9.857142857142854,9.857142857142854,False
1780995640.0,1780995660.0,57.00000000000001,18.000000000000004,1.1772,65.71428571428571,-8.714285714285701,8.714285714285701,False
1780995645.0,1780995665.0,72.00000000000001,18.000000000000004,1.1772,67.85714285714286,4.142857142857153,4.142857142857153,False
1780995650.0,1780995670.0,72.00000000000001,18.000000000000004,1.2644,69.71428571428571,2.285714285714306,2.285714285714306,False
1780995655.0,1780995675.0,60.0,15.0,1.2644,71.04761904761905,-11.047619047619051,11.047619047619051,False
1780995660.0,1780995680.0,72.00000000000001,18.000000000000004,1.2644,71.23809523809524,0.7619047619047734,0.7619047619047734,False
1780995665.0,1780995685.0,87.00000000000001,18.000000000000004,1.1772,71.52380952380952,15.476190476190496,15.476190476190496,False
1780995670.0,1780995690.0,87.00000000000001,18.000000000000004,1.1772,71.47619047619048,15.523809523809533,15.523809523809533,False
1780995675.0,1780995695.0,69.00000000000001,18.000000000000004,1.1772,71.47619047619048,-2.4761904761904674,2.4761904761904674,False
1780995680.0,1780995700.0,72.00000000000001,18.000000000000004,1.1772,71.57142857142857,0.4285714285714448,0.4285714285714448,False
1780995685.0,1780995705.0,75.0,18.000000000000004,1.1772,71.28571428571429,3.714285714285708,3.714285714285708,False
1780995690.0,1780995710.0,72.00000000000001,18.000000000000004,1.2644,70.9047619047619,1.0952380952381162,1.0952380952381162,False
1780995695.0,1780995715.0,72.00000000000001,18.000000000000004,1.2644,71.23809523809524,0.7619047619047734,0.7619047619047734,False
1780995700.0,1780995720.0,75.0,21.000000000000004,1.2644,71.9047619047619,3.095238095238102,3.095238095238102,False
1780995705.0,1780995725.0,60.0,21.000000000000004,1.2644,72.35,-12.349999999999994,12.349999999999994,False
1780995710.0,1780995730.0,75.0,18.000000000000004,1.2644,73.35,1.6500000000000057,1.6500000000000057,False
1780995715.0,1780995735.0,75.0,18.000000000000004,1.1772,74.45,0.5499999999999972,0.5499999999999972,False
1780995720.0,1780995740.0,60.0,18.000000000000004,1.1772,75.7,-15.700000000000003,15.700000000000003,False
1780995725.0,1780995745.0,60.0,18.000000000000004,1.1772,76.9,-16.900000000000006,16.900000000000006,False
