start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,heart_spectrum_stage,heart_peak_hz,accepted_candidate_rank,accepted_candidate_initial_hz,accepted_candidate_refined_hz,accepted_second_harmonic_refined_hz,schema_version,window_index,start_frame,end_frame,window_frames,hop_frames,frame_rate_hz,range_bin,range_m,eca_applied,ahet_verified,harmonic_suspect,f_r_hz_used,f_r_raw_hz,f_r_outlier,masimo_br,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1780995625.0,1780995645.0,63.26289887065103,18.000000000000004,1.2644,2,1.0543816478441839,0,1.0315861623931497,1.0315861623931497,2.1543542665904356,1,0,0,400,400,100,20.0,29,1.2644,True,True,False,0.29275810418181175,0.29275810418181175,False,12.421052631578947,64.26315789473684,-1.000259024085807,1.000259024085807,False
1780995630.0,1780995650.0,57.26147639477679,18.000000000000004,1.2644,2,0.9543579399129465,1,0.9514074682168902,0.9514074682168902,1.9146168232180059,1,1,100,500,400,100,20.0,29,1.2644,True,True,False,0.2863123902074648,0.2863123902074648,False,13.473684210526315,62.94736842105263,-5.6858920262758375,5.6858920262758375,False
1780995635.0,1780995655.0,65.95888820283919,18.000000000000004,1.2644,2,1.0993148033806532,0,1.0780211002065785,1.0780211002065785,2.241217013109456,1,2,200,600,400,100,20.0,29,1.2644,True,True,False,0.28494161349642844,0.28494161349642844,False,14.4,63.65,2.308888202839192,2.308888202839192,False
1780995640.0,1780995660.0,77.37052678093534,18.000000000000004,1.2644,2,1.2895087796822555,0,1.2963802231181065,1.2963802231181065,2.565274672492809,1,3,300,700,400,100,20.0,29,1.2644,True,True,False,0.2939066217478333,0.2939066217478333,False,15.4,65.4,11.97052678093533,11.97052678093533,False
1780995645.0,1780995665.0,55.45270473215588,18.000000000000004,1.2644,2,0.9242117455359313,2,0.9045249382317919,0.9045249382317919,1.8877971056801415,1,4,400,800,400,100,20.0,29,1.2644,True,True,False,0.2994192957359065,0.2994192957359065,False,16.0,67.7,-12.247295267844123,12.247295267844123,False
1780995650.0,1780995670.0,70.3276594739814,18.000000000000004,1.2644,2,1.17212765789969,0,1.1974209694686102,1.1974209694686102,2.293668692661539,1,5,500,900,400,100,20.0,29,1.2644,True,True,False,0.3149968917044984,0.3149968917044984,False,16.25,69.65,0.677659473981393,0.677659473981393,False
1780995655.0,1780995675.0,58.51960931203307,15.0,1.2644,2,0.9753268218672178,0,0.9841804796365855,0.9841804796365855,1.9329463281957,1,6,600,1000,400,100,20.0,29,1.2644,True,True,False,0.27287783699735774,0.27287783699735774,False,16.6,71.05,-12.530390687966928,12.530390687966928,False
1780995660.0,1780995680.0,66.55237400834778,18.000000000000004,1.2644,2,1.109206233472463,2,1.0817754280333811,1.0817754280333811,2.2732740778230895,1,7,700,1100,400,100,20.0,29,1.2644,True,True,False,0.28538724024880635,0.28538724024880635,False,17.1,71.2,-4.64762599165222,4.64762599165222,False
1780995665.0,1780995685.0,71.56165769112992,18.000000000000004,1.2644,2,1.1926942948521655,0,1.1793242039880363,1.1793242039880363,2.4121287714325894,1,8,800,1200,400,100,20.0,29,1.2644,True,True,False,0.2862790056280972,0.2862790056280972,False,17.6,71.5,0.061657691129923364,0.061657691129923364,False
1780995670.0,1780995690.0,60.43895789035516,18.000000000000004,1.2644,2,1.0073159648392527,0,0.9931857450262584,0.9931857450262584,2.0428923693044934,1,9,900,1300,400,100,20.0,29,1.2644,True,True,False,0.28872241440533747,0.28872241440533747,False,17.85,71.5,-11.061042109644838,11.061042109644838,False
1780995675.0,1780995695.0,69.00000000000001,9.000000000000002,1.2644,0,1.1500000000000001,-1,,,,1,10,1000,1400,400,100,20.0,29,1.2644,False,False,False,0.14616043406842455,0.14616043406842455,True,18.0,71.45,-2.4499999999999886,2.4499999999999886,False
1780995680.0,1780995700.0,68.73953258565562,18.000000000000004,1.2644,2,1.1456588764275937,0,1.1833542523100469,1.1833542523100469,2.215927001090281,1,11,1100,1500,400,100,20.0,29,1.2644,True,True,False,0.3088341215373499,0.3088341215373499,False,18.0,71.6,-2.8604674143443702,2.8604674143443702,False
1780995685.0,1780995705.0,62.061663528064805,18.000000000000004,1.2644,2,1.03436105880108,2,1.017657308432726,1.017657308432726,2.102129618338868,1,12,1200,1600,400,100,20.0,29,1.2644,True,True,False,0.3187809406711044,0.3187809406711044,False,18.0,71.35,-9.288336471935189,9.288336471935189,False
1780995690.0,1780995710.0,71.4173915236589,18.000000000000004,1.2644,2,1.1902898587276485,0,1.2093001990761656,1.2093001990761656,2.3425590367582623,1,13,1300,1700,400,100,20.0,29,1.2644,True,True,False,0.32003148360707173,0.32003148360707173,False,18.0,70.95,0.4673915236589039,0.4673915236589039,False
1780995695.0,1780995715.0,69.65520509184985,18.000000000000004,1.2644,2,1.160920084864164,0,1.1959588544632531,1.1959588544632531,2.25176263053015,1,14,1400,1800,400,100,20.0,29,1.2644,True,True,False,0.32065342743922964,0.32065342743922964,False,18.0,71.1,-1.4447949081501434,1.4447949081501434,False
1780995700.0,1780995720.0,75.25631990560257,21.000000000000004,1.2644,2,1.2542719984267094,0,1.2428825516033588,1.2428825516033588,2.53132289050012,1,15,1500,1900,400,100,20.0,29,1.2644,True,True,False,0.3319422177890958,0.3319422177890958,False,18.0,71.8,3.4563199056025695,3.4563199056025695,False
1780995705.0,1780995725.0,75.50425975284467,21.000000000000004,1.2644,2,1.2584043292140779,0,1.2346248428882745,1.2346248428882745,2.564367631079763,1,16,1600,2000,400,100,20.0,29,1.2644,True,True,False,0.33614541934390646,0.33614541934390646,False,18.07894736842105,72.3157894736842,3.1884702791604695,3.1884702791604695,False
1780995710.0,1780995730.0,58.67120136250396,18.000000000000004,1.2644,2,0.9778533560417326,0,0.9874052697424485,0.9874052697424485,1.9366028846820336,1,17,1700,2100,400,100,20.0,29,1.2644,True,True,False,0.31192813118887125,0.31192813118887125,False,18.305555555555557,73.33333333333333,-14.662131970829371,14.662131970829371,False
