start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1780995625.0,1780995645.0,63.262898871753976,18.000000000000004,1.2644,64.26315789473684,-1.0002590229828598,1.0002590229828598,False
1780995630.0,1780995650.0,57.26147678337388,18.000000000000004,1.2644,62.94736842105263,-5.6858916376787505,5.6858916376787505,False
1780995635.0,1780995655.0,65.95888915568335,18.000000000000004,1.2644,63.65,2.308889155683353,2.308889155683353,False
1780995640.0,1780995660.0,77.37052674733359,18.000000000000004,1.2644,65.4,11.97052674733358,11.97052674733358,False
1780995645.0,1780995665.0,55.452704570005,18.000000000000004,1.2644,67.7,-12.247295429995006,12.247295429995006,False
1780995650.0,1780995670.0,70.32765950249406,18.000000000000004,1.2644,69.65,0.6776595024940519,0.6776595024940519,False
1780995655.0,1780995675.0,58.5196094304221,15.0,1.2644,71.05,-12.530390569577897,12.530390569577897,False
1780995660.0,1780995680.0,66.55237473223478,18.000000000000004,1.2644,71.2,-4.647625267765221,4.647625267765221,False
1780995665.0,1780995685.0,71.56165891438475,18.000000000000004,1.2644,71.5,0.061658914384750574,0.061658914384750574,False
1780995670.0,1780995690.0,60.43895788979241,18.000000000000004,1.2644,71.5,-11.061042110207588,11.061042110207588,False
1780995675.0,1780995695.0,69.00000000000001,9.000000000000002,1.2644,71.45,-2.4499999999999886,2.4499999999999886,False
1780995680.0,1780995700.0,68.73953264021051,18.000000000000004,1.2644,71.6,-2.8604673597894816,2.8604673597894816,False
1780995685.0,1780995705.0,62.06166331701688,18.000000000000004,1.2644,71.35,-9.288336682983115,9.288336682983115,False
1780995690.0,1780995710.0,71.41739179722082,18.000000000000004,1.2644,70.95,0.46739179722081303,0.46739179722081303,False
1780995695.0,1780995715.0,69.65520518515973,18.000000000000004,1.2644,71.1,-1.4447948148402645,1.4447948148402645,False
1780995700.0,1780995720.0,75.25631994028556,21.000000000000004,1.2644,71.8,3.4563199402855673,3.4563199402855673,False
1780995705.0,1780995725.0,75.50425977443695,21.000000000000004,1.2644,72.35,3.1542597744369516,3.1542597744369516,False
1780995710.0,1780995730.0,58.67120125056578,18.000000000000004,1.2644,73.3157894736842,-14.644588223118426,14.644588223118426,False
1780995715.0,1780995735.0,77.7048553489261,18.000000000000004,1.2644,74.26315789473684,3.441697454189267,3.441697454189267,False
1780995720.0,1780995740.0,78.8100439833021,18.000000000000004,1.2644,75.52631578947368,3.2837281938284093,3.2837281938284093,False
1780995725.0,1780995745.0,79.282429862591,18.000000000000004,1.2644,76.84210526315789,2.4403245994331115,2.4403245994331115,False
