start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,heart_spectrum_stage,heart_peak_hz,accepted_candidate_rank,accepted_candidate_initial_hz,accepted_candidate_refined_hz,accepted_second_harmonic_refined_hz,schema_version,window_index,start_frame,end_frame,window_frames,hop_frames,frame_rate_hz,range_bin,range_m,eca_applied,ahet_verified,harmonic_suspect,f_r_hz_used,f_r_raw_hz,f_r_outlier,masimo_br,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1780995625.0,1780995645.0,63.26289902498427,18.000000000000004,1.2644,2,1.0543816504164045,0,1.0315861738561571,1.0315861738561571,2.154354253953304,1,0,0,400,400,100,20.0,29,1.2644,True,True,False,0.29275810233014277,0.29275810233014277,False,12.421052631578947,64.26315789473684,-1.0002588697525638,1.0002588697525638,False
1780995630.0,1780995650.0,57.26147633047191,18.000000000000004,1.2644,2,0.9543579388411985,1,0.9514074577046274,0.9514074577046274,1.914616839955539,1,1,100,500,400,100,20.0,29,1.2644,True,True,False,0.28631239621493026,0.28631239621493026,False,13.473684210526315,62.94736842105263,-5.685892090580722,5.685892090580722,False
1780995635.0,1780995655.0,65.9588882851624,18.000000000000004,1.2644,2,1.0993148047527066,0,1.0780211003153046,1.0780211003153046,2.241217018380217,1,2,200,600,400,100,20.0,29,1.2644,True,True,False,0.28494161397664325,0.28494161397664325,False,14.4,63.65,2.3088882851624035,2.3088882851624035,False
1780995640.0,1780995660.0,77.3705272390994,18.000000000000004,1.2644,2,1.2895087873183233,0,1.2963802408915002,1.2963802408915002,2.565274667490293,1,3,300,700,400,100,20.0,29,1.2644,True,True,False,0.2939066153401417,0.2939066153401417,False,15.4,65.4,11.970527239099397,11.970527239099397,False
1780995645.0,1780995665.0,55.45270702964905,18.000000000000004,1.2644,2,0.9242117838274841,2,0.9045249840172885,0.9045249840172885,1.8877971672753597,1,4,400,800,400,100,20.0,29,1.2644,True,True,False,0.29941930113834836,0.29941930113834836,False,16.0,67.7,-12.247292970350955,12.247292970350955,False
1780995650.0,1780995670.0,70.32766029413091,18.000000000000004,1.2644,2,1.1721276715688485,0,1.1974209543968317,1.1974209543968317,2.2936687774817304,1,5,500,900,400,100,20.0,29,1.2644,True,True,False,0.314996900481204,0.314996900481204,False,16.25,69.65,0.6776602941309022,0.6776602941309022,False
1780995655.0,1780995675.0,58.51960447774856,15.0,1.2644,2,0.9753267412958093,0,0.9841804147140241,0.9841804147140241,1.932946135755189,1,6,600,1000,400,100,20.0,29,1.2644,True,True,False,0.27287780623818425,0.27287780623818425,False,16.6,71.05,-12.530395522251439,12.530395522251439,False
1780995660.0,1780995680.0,66.55237224555214,18.000000000000004,1.2644,2,1.1092062040925357,2,1.0817753695796426,1.0817753695796426,2.273274077210857,1,7,700,1100,400,100,20.0,29,1.2644,True,True,False,0.285387248021667,0.285387248021667,False,17.1,71.2,-4.647627754447868,4.647627754447868,False
1780995665.0,1780995685.0,71.56165960533869,18.000000000000004,1.2644,2,1.192694326755645,0,1.1793243026742615,1.1793243026742615,2.4121287016740567,1,8,800,1200,400,100,20.0,29,1.2644,True,True,False,0.28627899524740064,0.28627899524740064,False,17.6,71.5,0.06165960533868997,0.06165960533868997,False
1780995670.0,1780995690.0,60.4389562785493,18.000000000000004,1.2644,2,1.0073159379758216,0,0.9931856802942014,0.9931856802942014,2.042892391314884,1,9,900,1300,400,100,20.0,29,1.2644,True,True,False,0.2887223939912485,0.2887223939912485,False,17.85,71.5,-11.061043721450702,11.061043721450702,False
1780995675.0,1780995695.0,69.00000000000001,9.000000000000002,1.2644,0,1.1500000000000001,-1,,,,1,10,1000,1400,400,100,20.0,29,1.2644,False,False,False,0.14616054756825225,0.14616054756825225,True,18.0,71.45,-2.4499999999999886,2.4499999999999886,False
1780995680.0,1780995700.0,68.73953512738807,18.000000000000004,1.2644,2,1.1456589187898012,0,1.1833542777550203,1.1833542777550203,2.2159271196491637,1,11,1100,1500,400,100,20.0,29,1.2644,True,True,False,0.30883412505951346,0.30883412505951346,False,18.0,71.6,-2.860464872611928,2.860464872611928,False
1780995685.0,1780995705.0,62.06166125415476,18.000000000000004,1.2644,2,1.0343610209025793,2,1.0176573246621494,1.0176573246621494,2.102129434286019,1,12,1200,1600,400,100,20.0,29,1.2644,True,True,False,0.31878093641842864,0.31878093641842864,False,18.0,71.35,-9.288338745845238,9.288338745845238,False
1780995690.0,1780995710.0,71.41739027446363,18.000000000000004,1.2644,2,1.1902898379077271,0,1.2093002029178692,1.2093002029178692,2.3425589457951697,1,13,1300,1700,400,100,20.0,29,1.2644,True,True,False,0.3200314788261379,0.3200314788261379,False,18.0,70.95,0.46739027446362513,0.46739027446362513,False
1780995695.0,1780995715.0,69.65519749595737,18.000000000000004,1.2644,2,1.1609199582659562,0,1.1959588702559434,1.1959588702559434,2.251762092551938,1,14,1400,1800,400,100,20.0,29,1.2644,True,True,False,0.320653427154735,0.320653427154735,False,18.0,71.1,-1.4448025040426273,1.4448025040426273,False
1780995700.0,1780995720.0,75.25632177289505,21.000000000000004,1.2644,2,1.2542720295482508,0,1.2428825558785297,1.2428825558785297,2.5313230064359433,1,15,1500,1900,400,100,20.0,29,1.2644,True,True,False,0.33194221622619663,0.33194221622619663,False,18.0,71.8,3.456321772895052,3.456321772895052,False
1780995705.0,1780995725.0,75.50426191847309,21.000000000000004,1.2644,2,1.258404365307885,0,1.2346249031346717,1.2346249031346717,2.5643676549621968,1,16,1600,2000,400,100,20.0,29,1.2644,True,True,False,0.3361454213321759,0.3361454213321759,False,18.07894736842105,72.3157894736842,3.1884724447888857,3.1884724447888857,False
1780995710.0,1780995730.0,58.67120115037304,18.000000000000004,1.2644,2,0.9778533525062173,0,0.987405242461505,0.987405242461505,1.9366029251018593,1,17,1700,2100,400,100,20.0,29,1.2644,True,True,False,0.31192813116221657,0.31192813116221657,False,18.305555555555557,73.33333333333333,-14.662132182960292,14.662132182960292,False
1780995715.0,1780995735.0,77.70485530985249,18.000000000000004,1.2644,2,1.2950809218308748,0,1.2850022198359206,1.2850022198359206,2.610319247651658,1,18,1800,2200,400,100,20.0,29,1.2644,True,True,False,0.3072018403819708,0.3072018403819708,False,18.583333333333332,74.33333333333333,3.371521976519162,3.371521976519162,False
1780995720.0,1780995740.0,78.81004351168278,18.000000000000004,1.2644,2,1.313500725194713,0,1.2993821567370578,1.2993821567370578,2.655238587304736,1,19,1900,2300,400,100,20.0,29,1.2644,True,True,False,0.29487860925469395,0.29487860925469395,False,18.86111111111111,75.66666666666667,3.143376845016107,3.143376845016107,False
1780995725.0,1780995745.0,79.28243454818077,18.000000000000004,1.2644,2,1.3213739091363463,0,1.299671134222885,1.299671134222885,2.6861533680996152,1,20,2000,2400,400,100,20.0,29,1.2644,True,True,False,0.29831705579729517,0.29831705579729517,False,19.0,76.84210526315789,2.4403292850228837,2.4403292850228837,False
