start_epoch,end_epoch,hr_bpm,rr_bpm,chosen_range_m,ahet_verified,harmonic_suspect,f_r_hz_used,f_r_raw_hz,f_r_outlier,masimo_pr_bpm,error_bpm,abs_error_bpm,low_quality
1781364106.0,1781364126.0,72.40014351165048,21.000000000000004,1.4388,True,False,0.34988380102643024,0.34988380102643024,False,76.19047619047619,-3.790332678825706,3.790332678825706,False
1781364111.0,1781364131.0,72.88053194392752,18.000000000000004,1.4388,True,False,0.3141316749589686,0.3141316749589686,False,75.1,-2.219468056072472,2.219468056072472,False
1781364116.0,1781364136.0,61.908755002148666,18.000000000000004,1.4388,True,False,0.2919805560087375,0.2919805560087375,False,74.2,-12.291244997851337,12.291244997851337,False
1781364121.0,1781364141.0,53.078650750025105,21.000000000000004,1.4388,True,False,0.32560379010453316,0.32560379010453316,False,74.1,-21.02134924997489,21.02134924997489,False
1781364126.0,1781364146.0,53.69503831295548,21.000000000000004,1.4388,True,False,0.33292828055950835,0.33292828055950835,False,74.45,-20.75496168704452,20.75496168704452,False
1781364131.0,1781364151.0,55.556112058325915,21.000000000000004,1.4388,True,False,0.34324817171153044,0.34324817171153044,False,74.66666666666667,-19.110554608340756,19.110554608340756,False
1781364136.0,1781364156.0,68.88824209362593,21.000000000000004,1.4388,True,False,0.35747920105877296,0.35747920105877296,False,75.0952380952381,-6.206996001612168,6.206996001612168,False
1781364141.0,1781364161.0,68.64984397987666,24.0,1.4388,True,False,0.39649681751939747,0.39649681751939747,False,75.0952380952381,-6.445394115361438,6.445394115361438,False
1781364146.0,1781364166.0,62.85086178111678,24.0,1.4388,True,False,0.4027338271944959,0.4027338271944959,False,74.66666666666667,-11.815804885549895,11.815804885549895,False
1781364151.0,1781364171.0,50.12704232486412,24.0,1.4388,True,False,0.37905127343240175,0.37905127343240175,False,73.80952380952381,-23.68248148465969,23.68248148465969,False
1781364156.0,1781364176.0,50.81440717680074,24.0,1.4388,True,False,0.3847447217200683,0.3847447217200683,False,72.9047619047619,-22.090354727961156,22.090354727961156,False
1781364161.0,1781364181.0,67.90262634616147,15.0,1.4388,True,False,0.2402292285160294,0.2402292285160294,False,72.57142857142857,-4.6688022252671,4.6688022252671,False
1781364166.0,1781364186.0,,18.000000000000004,1.4388,False,True,0.29429157378807597,0.29429157378807597,False,72.57142857142857,,,False
